EmployeeID,Age,Gender,Department,Tenure,Salary,Satisfaction,WorkLifeBalance,Overtime,Performance,ManagerRating,LastHikePct,PromotionGap,Distance,Education,HireSource,EmploymentType,Sentiment,Attrition
236,42,Female,Operations,3,12.3,9.3,2,0,1,2.8,9.3,7,5,4,LinkedIn,Part-Time,Positive,0
237,44,Male,Sales,99,24.4,1.1,1,0,1,4.6,3.3,3,17,5,LinkedIn,Full-Time,Negative,1
238,32,Male,Marketing,19,19.6,6.4,1,0,2,2.0,11.9,2,5,2,Job Board,Full-Time,Neutral,0
239,29,Male,Engineering,12,24.8,9.5,3,1,3,2.7,17.6,2,21,5,Referral,Full-Time,Positive,1
240,28,Male,Engineering,67,28.4,4.2,2,1,4,3.2,4.9,6,4,3,LinkedIn,Contract,Negative,1
241,30,Male,Operations,15,17.3,5.7,1,0,4,3.8,17.0,0,17,4,LinkedIn,Full-Time,Neutral,0
242,29,Male,Marketing,78,21.3,7.3,1,0,3,3.7,14.1,7,13,4,LinkedIn,Full-Time,Positive,1
243,48,Male,Engineering,65,27.0,3.9,4,1,2,2.5,12.6,1,21,4,Job Board,Full-Time,Neutral,1
244,24,Male,HR,78,17.2,5.3,3,0,1,2.3,14.4,6,1,2,Referral,Full-Time,Negative,1
245,44,Male,Finance,59,20.7,8.4,3,1,4,2.7,9.4,4,15,4,Referral,Full-Time,Positive,0
246,56,Female,Operations,93,23.9,7.7,4,0,2,3.0,16.5,4,16,4,Job Board,Full-Time,Positive,1
247,49,Female,Finance,77,24.7,8.3,1,0,4,2.0,17.8,1,7,5,LinkedIn,Full-Time,Positive,0
248,36,Female,Sales,50,21.7,9.9,3,0,3,4.1,17.8,5,9,3,Job Board,Full-Time,Positive,0
249,24,Female,Sales,2,18.4,4.3,4,0,4,2.7,8.1,5,21,3,Referral,Full-Time,Negative,0
250,52,Female,Sales,33,17.4,7.7,1,1,4,3.1,15.4,3,17,3,Referral,Full-Time,Positive,0
251,22,Male,Finance,16,22.5,6.4,3,0,3,3.0,5.8,3,17,1,Referral,Full-Time,Positive,1
252,46,Male,Operations,2,13.8,7.0,4,0,3,3.5,12.4,4,28,1,Job Board,Intern,Positive,0
253,46,Male,Sales,33,14.9,7.7,3,0,1,4.6,3.0,3,12,1,Agency,Full-Time,Positive,0
254,28,Male,Engineering,25,24.2,7.7,1,1,1,2.4,6.7,7,26,4,LinkedIn,Full-Time,Positive,0
255,48,Male,Engineering,10,21.9,9.0,3,0,3,3.0,15.0,0,29,3,LinkedIn,Full-Time,Positive,0
256,28,Female,Marketing,38,19.2,4.1,4,1,3,4.1,19.6,2,17,5,Referral,Contract,Negative,1
257,30,Female,Operations,61,23.8,6.9,1,1,3,2.1,3.9,6,7,4,Referral,Full-Time,Positive,1
258,51,Male,Engineering,22,20.7,3.5,3,0,2,4.5,13.6,6,13,1,LinkedIn,Part-Time,Neutral,1
259,57,Male,Engineering,33,25.4,6.4,3,1,3,4.9,15.1,2,2,1,Campus,Full-Time,Neutral,1
260,31,Male,Finance,3,18.3,7.8,2,1,4,3.8,20.7,4,21,2,Job Board,Full-Time,Positive,1
261,55,Female,Engineering,6,24.3,8.1,1,0,1,4.9,15.4,0,8,5,Referral,Full-Time,Positive,1
262,54,Female,Operations,19,17.1,4.8,1,0,2,3.2,5.0,1,27,1,Referral,Full-Time,Neutral,0
263,49,Male,Sales,54,21.1,5.6,4,0,4,3.2,5.8,7,19,1,LinkedIn,Contract,Neutral,1
264,27,Male,Engineering,80,26.5,4.0,4,0,1,2.3,15.1,5,15,1,Referral,Contract,Negative,0
265,32,Male,Operations,94,21.0,2.5,2,0,2,2.1,7.1,0,6,3,Referral,Full-Time,Negative,0
266,46,Male,Engineering,75,29.9,3.3,4,1,2,2.7,20.6,6,3,5,Campus,Part-Time,Neutral,1
267,57,Female,Engineering,74,31.5,9.2,4,0,3,3.4,20.5,3,20,4,Referral,Full-Time,Positive,1
268,51,Female,Engineering,112,31.9,3.8,3,0,2,3.5,21.0,4,23,3,LinkedIn,Full-Time,Negative,1
269,37,Male,Engineering,31,22.7,9.8,3,0,4,2.7,8.6,6,8,1,LinkedIn,Full-Time,Positive,0
270,30,Male,Engineering,95,30.3,3.2,4,0,1,3.8,16.6,6,1,2,LinkedIn,Full-Time,Negative,0
271,56,Male,Engineering,112,35.8,7.5,3,0,2,2.5,15.6,1,10,3,Agency,Full-Time,Positive,0
272,31,Male,Engineering,68,27.6,6.2,4,0,3,3.0,3.7,2,23,2,Job Board,Full-Time,Positive,0
273,34,Male,Engineering,101,33.0,7.3,4,0,1,2.6,8.0,2,17,4,Campus,Full-Time,Neutral,0
274,56,Male,Finance,17,19.9,6.8,1,0,4,4.1,6.9,7,3,5,Campus,Full-Time,Neutral,1
275,42,Female,Marketing,105,25.3,7.4,3,0,3,3.5,10.0,6,4,2,LinkedIn,Full-Time,Positive,0
276,31,Male,Sales,68,22.7,9.1,3,1,4,4.2,21.1,5,4,2,Job Board,Full-Time,Positive,1
277,22,Male,Sales,27,19.0,6.1,4,0,2,2.2,19.1,0,22,1,Job Board,Full-Time,Negative,0
278,37,Male,HR,8,13.1,1.6,2,0,2,3.3,8.6,6,23,4,LinkedIn,Full-Time,Negative,1
279,57,Male,Operations,86,20.3,3.4,4,0,4,4.9,13.1,4,12,3,Referral,Full-Time,Negative,0
280,37,Female,Operations,52,21.1,7.4,2,0,1,2.2,6.7,2,20,2,Job Board,Full-Time,Positive,0
281,47,Male,Engineering,37,27.3,5.4,2,0,2,3.3,8.3,3,1,2,Campus,Full-Time,Neutral,0
282,31,Female,Engineering,47,28.8,5.9,1,0,2,2.1,4.2,3,17,1,LinkedIn,Full-Time,Positive,1
283,49,Female,Engineering,118,35.0,6.4,2,0,2,2.4,15.2,2,8,3,Campus,Contract,Negative,1
284,49,Male,Engineering,51,26.3,4.4,4,0,2,3.4,15.5,7,24,4,Agency,Contract,Neutral,0
285,43,Male,Finance,10,20.2,8.0,3,0,3,2.5,18.9,7,15,2,Agency,Full-Time,Positive,0
286,49,Female,Sales,34,21.4,7.5,3,0,1,3.6,19.6,0,25,1,LinkedIn,Part-Time,Positive,0
287,42,Male,Engineering,18,24.9,7.4,4,0,4,4.8,6.0,7,17,3,LinkedIn,Intern,Neutral,1
288,35,Male,Sales,82,20.6,7.4,2,1,4,2.6,17.1,3,14,4,Job Board,Full-Time,Neutral,1
289,48,Female,HR,96,19.6,9.0,3,0,1,2.3,5.6,6,28,2,LinkedIn,Full-Time,Positive,0
290,52,Female,Engineering,101,31.1,6.4,2,1,4,4.5,10.1,6,29,2,LinkedIn,Full-Time,Neutral,0
291,52,Male,Operations,76,20.7,9.7,4,0,2,3.4,12.8,4,14,1,Job Board,Contract,Positive,1
292,29,Male,Engineering,92,29.3,2.1,2,0,1,4.6,3.9,5,11,4,LinkedIn,Full-Time,Negative,0
293,46,Male,Operations,50,21.1,6.7,4,0,2,2.9,6.0,5,19,5,Referral,Full-Time,Positive,0
294,22,Female,Engineering,75,29.5,7.5,3,0,4,3.9,8.2,6,5,4,Agency,Contract,Positive,0
295,42,Male,Operations,13,18.7,5.3,4,0,4,4.8,5.4,3,12,3,Referral,Full-Time,Neutral,1
296,42,Male,Operations,65,16.3,3.6,4,1,3,2.5,20.7,5,25,4,Agency,Full-Time,Negative,0
297,35,Female,Operations,67,20.9,6.0,4,0,4,4.4,8.5,7,27,2,Referral,Intern,Positive,0
298,57,Female,Operations,4,16.7,4.3,2,0,2,3.9,12.5,7,13,1,LinkedIn,Full-Time,Neutral,1
299,53,Female,Marketing,66,19.2,9.2,3,0,4,4.4,21.9,1,12,2,LinkedIn,Part-Time,Positive,0
300,23,Male,Finance,87,25.7,4.2,2,0,3,2.5,13.8,3,26,4,Referral,Contract,Neutral,1
301,29,Male,Marketing,44,18.8,2.6,1,0,1,3.3,10.8,4,6,4,LinkedIn,Full-Time,Negative,1
302,29,Female,Engineering,65,27.2,6.2,3,0,1,2.4,20.7,4,2,5,Campus,Full-Time,Positive,0
303,54,Female,HR,35,20.1,4.6,2,0,2,4.9,7.2,5,3,5,Agency,Full-Time,Negative,0
304,40,Male,HR,33,20.7,1.9,2,0,1,2.2,6.4,6,4,2,LinkedIn,Contract,Negative,1
305,48,Female,Operations,16,14.7,6.1,1,0,2,2.2,13.2,4,26,1,LinkedIn,Contract,Positive,0
306,51,Male,Sales,40,20.3,5.8,3,0,4,4.7,11.1,5,2,2,Job Board,Part-Time,Neutral,1
307,49,Male,Sales,96,24.8,2.6,3,0,1,2.9,18.1,7,10,5,Referral,Full-Time,Negative,0
308,25,Male,Finance,112,29.7,6.4,1,0,3,3.8,3.8,0,18,5,LinkedIn,Part-Time,Neutral,0
309,27,Male,Engineering,76,28.9,6.1,3,1,4,2.9,14.7,5,18,1,LinkedIn,Full-Time,Positive,1
310,36,Male,Engineering,75,28.6,8.0,1,1,2,3.9,16.5,2,25,1,LinkedIn,Full-Time,Positive,0
311,34,Female,Sales,74,25.3,4.3,1,0,3,2.6,21.5,7,29,3,Referral,Full-Time,Negative,0
312,48,Male,Sales,57,22.8,3.2,2,0,2,3.4,5.8,4,12,4,LinkedIn,Part-Time,Negative,1
313,27,Male,Engineering,51,24.0,9.6,2,1,2,3.6,7.7,4,7,5,Job Board,Full-Time,Positive,0
314,35,Male,Sales,74,23.5,6.1,4,0,4,3.0,20.7,6,3,4,LinkedIn,Full-Time,Neutral,1
315,30,Male,Sales,94,25.3,1.2,1,0,3,2.8,15.0,1,26,2,Referral,Full-Time,Negative,1
316,28,Male,Sales,50,20.6,8.4,2,0,2,2.4,3.7,4,11,1,Referral,Full-Time,Positive,0
317,28,Male,Sales,68,23.7,2.8,3,0,4,4.1,4.5,6,27,4,LinkedIn,Full-Time,Negative,1
318,29,Male,Marketing,56,21.9,8.1,1,1,4,2.5,17.9,6,11,3,Campus,Intern,Positive,1
319,42,Female,Engineering,34,25.1,7.3,4,1,4,2.9,13.8,1,22,5,Job Board,Contract,Positive,1
320,36,Female,Operations,35,18.0,9.7,3,1,4,3.0,13.7,6,19,3,Campus,Full-Time,Positive,1
321,37,Male,Operations,10,11.8,9.7,4,1,2,3.4,19.7,1,21,3,Referral,Part-Time,Positive,1
322,39,Female,Sales,53,20.1,3.5,4,0,2,4.1,7.6,2,19,2,Referral,Full-Time,Negative,0
323,48,Female,Sales,85,21.5,7.9,1,1,1,3.3,6.0,6,9,1,LinkedIn,Full-Time,Positive,1
324,53,Female,HR,82,18.2,3.9,2,0,3,4.6,14.7,4,3,5,Referral,Full-Time,Negative,0
325,40,Female,Operations,118,27.3,6.7,3,0,4,4.0,19.8,4,1,5,Referral,Full-Time,Neutral,0
326,45,Female,Finance,5,21.4,6.4,1,0,3,4.5,8.0,4,13,1,Referral,Full-Time,Positive,0
327,48,Female,Operations,91,22.2,1.5,2,0,3,4.1,15.9,7,26,4,LinkedIn,Full-Time,Negative,1
328,46,Female,HR,95,20.5,1.0,3,0,4,2.4,5.9,1,19,2,LinkedIn,Full-Time,Negative,0
329,26,Male,Finance,52,24.8,1.5,4,0,1,4.9,6.3,2,20,3,LinkedIn,Full-Time,Negative,0
330,57,Female,Engineering,34,26.7,2.2,2,0,2,4.4,20.1,3,8,5,LinkedIn,Full-Time,Negative,0
331,27,Male,Marketing,43,18.8,3.3,4,0,3,3.7,5.2,6,15,5,Referral,Full-Time,Negative,0
332,36,Female,Engineering,82,28.6,9.2,3,0,1,2.5,3.5,4,12,1,Agency,Contract,Positive,0
333,45,Male,Marketing,103,27.0,5.7,1,0,4,2.5,17.7,5,4,2,LinkedIn,Full-Time,Neutral,1
334,36,Male,Operations,77,17.3,8.2,2,0,1,3.8,9.9,6,18,5,LinkedIn,Full-Time,Positive,0
335,30,Male,Engineering,62,26.8,8.5,4,0,4,3.2,10.5,7,11,5,LinkedIn,Full-Time,Positive,0
336,55,Male,Finance,78,25.4,7.6,1,1,3,4.0,18.2,3,12,1,LinkedIn,Full-Time,Positive,0
337,24,Male,Engineering,9,22.5,4.5,1,0,4,3.1,6.4,3,18,5,Job Board,Full-Time,Negative,0
338,30,Male,Marketing,73,21.8,8.8,2,0,4,3.5,15.4,0,1,3,LinkedIn,Full-Time,Positive,0
339,57,Male,Engineering,6,22.8,7.7,4,0,3,2.6,9.0,0,28,3,Direct,Full-Time,Positive,0
340,48,Male,Operations,115,28.0,7.7,3,1,4,2.5,5.0,3,7,1,Campus,Contract,Positive,0
341,25,Male,Engineering,106,29.8,9.1,1,0,2,2.2,16.1,5,20,4,Referral,Part-Time,Positive,1
342,49,Female,Operations,61,20.5,6.4,2,0,3,4.5,9.1,6,23,4,Agency,Full-Time,Positive,0
343,56,Male,Operations,45,22.6,5.8,4,0,4,3.7,19.5,3,5,4,Referral,Full-Time,Neutral,0
344,25,Male,Finance,88,25.9,9.0,1,1,1,4.8,20.5,4,8,4,Direct,Part-Time,Positive,1
345,36,Male,Marketing,76,26.7,5.1,3,1,2,4.2,19.1,6,12,5,LinkedIn,Full-Time,Negative,1
346,38,Male,Marketing,84,23.7,8.3,2,0,1,4.3,9.1,2,24,5,Direct,Contract,Positive,0
347,26,Male,Operations,62,23.5,1.5,4,0,3,3.5,7.5,1,19,4,LinkedIn,Full-Time,Negative,0
348,29,Female,Engineering,29,25.8,1.0,4,0,4,4.4,20.0,7,14,5,Referral,Full-Time,Negative,1
349,28,Female,Finance,9,21.3,5.8,4,0,1,4.8,11.6,4,25,4,Agency,Full-Time,Negative,1
350,28,Male,Engineering,34,24.6,1.7,1,1,3,4.2,16.4,1,14,4,Referral,Full-Time,Negative,1
351,36,Female,Finance,63,23.8,9.8,2,1,2,2.3,18.7,2,26,3,LinkedIn,Full-Time,Positive,1
352,38,Male,Engineering,51,26.2,1.0,3,1,4,4.0,8.3,2,23,4,LinkedIn,Full-Time,Negative,1
353,30,Male,HR,61,20.7,7.5,2,1,1,2.4,5.3,1,5,1,LinkedIn,Full-Time,Positive,1
354,32,Male,Finance,34,22.7,3.2,3,0,1,2.2,14.9,3,12,3,Referral,Full-Time,Negative,0
355,28,Male,Sales,112,24.3,9.7,3,1,1,4.1,14.2,6,1,3,Referral,Full-Time,Positive,1
356,50,Male,HR,44,17.0,4.4,2,0,2,4.5,8.1,5,7,5,Referral,Full-Time,Negative,0
357,29,Female,Marketing,101,27.1,1.2,1,0,2,2.5,14.1,7,1,1,Campus,Full-Time,Negative,0
358,54,Female,Marketing,47,23.2,1.2,4,0,4,2.2,18.0,6,4,4,LinkedIn,Full-Time,Negative,0
359,41,Male,Sales,53,18.9,6.0,4,0,2,4.7,9.7,2,1,1,Campus,Full-Time,Neutral,0
360,50,Male,Finance,72,24.4,9.9,4,1,1,2.4,7.6,0,20,5,Referral,Part-Time,Positive,1
361,44,Male,Operations,32,18.3,9.8,2,1,3,2.1,16.8,1,12,5,Job Board,Full-Time,Positive,0
362,31,Male,Engineering,27,27.2,4.0,2,1,1,4.2,17.9,6,14,2,Job Board,Full-Time,Neutral,1
363,43,Male,Engineering,46,28.0,5.3,2,1,2,4.5,21.1,2,23,5,Campus,Full-Time,Neutral,1
364,31,Female,Engineering,96,27.2,1.9,1,0,3,3.5,5.8,5,24,3,LinkedIn,Full-Time,Negative,0
365,26,Female,Finance,18,20.9,5.7,1,0,2,3.6,19.9,3,16,5,Referral,Full-Time,Neutral,1
366,31,Male,Sales,53,18.4,6.4,2,1,3,3.0,17.5,7,14,4,Campus,Full-Time,Neutral,1
367,31,Male,Marketing,80,22.9,3.3,4,0,2,2.7,16.3,4,19,1,Job Board,Part-Time,Negative,0
368,26,Female,Marketing,85,27.0,6.5,1,1,4,4.3,8.9,7,13,2,LinkedIn,Part-Time,Positive,1
369,22,Female,Sales,52,17.3,9.1,3,0,2,4.5,3.4,2,13,3,Referral,Part-Time,Positive,0
370,55,Male,Operations,10,12.6,1.0,3,0,4,3.0,12.6,6,9,2,Job Board,Full-Time,Negative,1
371,40,Male,Marketing,2,15.5,3.1,2,0,3,2.8,8.4,4,6,1,LinkedIn,Part-Time,Negative,1
372,36,Female,Engineering,56,27.1,2.9,4,0,3,2.8,8.5,1,6,5,Job Board,Full-Time,Negative,0
373,55,Female,Sales,97,25.0,2.1,1,1,1,2.2,20.6,1,20,5,Campus,Full-Time,Negative,1
374,30,Male,Sales,4,17.2,2.5,4,1,1,2.8,5.9,2,25,3,Referral,Full-Time,Negative,1
375,36,Female,Engineering,106,32.8,6.6,3,0,3,2.1,20.8,1,13,2,LinkedIn,Full-Time,Neutral,0
376,52,Male,Engineering,81,25.0,1.9,2,0,2,4.4,12.6,7,3,1,Referral,Full-Time,Negative,0
377,44,Female,Operations,1,17.5,7.6,4,0,2,2.8,18.9,1,18,5,Referral,Full-Time,Positive,0
378,36,Male,Sales,41,18.7,9.0,2,0,4,4.1,8.4,4,27,2,Referral,Contract,Positive,0
379,31,Male,Sales,27,19.6,9.3,4,0,2,3.6,15.0,4,16,1,Job Board,Intern,Positive,0
380,23,Male,Marketing,113,23.4,6.9,1,0,2,4.5,13.6,4,1,2,Referral,Full-Time,Positive,0
381,25,Male,HR,67,19.4,2.8,1,0,3,4.9,20.6,5,3,3,Campus,Contract,Negative,0
382,27,Male,Operations,39,18.6,1.8,3,0,4,3.1,6.4,7,16,4,Job Board,Full-Time,Negative,1
383,50,Male,Marketing,34,22.0,3.1,4,0,4,2.3,6.9,7,25,2,Job Board,Full-Time,Negative,1
384,45,Male,Sales,68,18.3,9.7,1,1,3,4.2,21.0,6,2,5,Referral,Contract,Positive,1
385,37,Male,Sales,1,16.1,9.7,4,0,1,2.1,4.9,3,22,4,LinkedIn,Full-Time,Positive,0
386,50,Female,Operations,31,15.3,4.4,4,0,1,2.7,15.1,5,23,5,Job Board,Full-Time,Neutral,1
387,27,Female,Marketing,20,19.6,3.9,2,0,3,2.2,4.2,1,2,2,LinkedIn,Full-Time,Negative,0
388,29,Female,Operations,74,22.5,5.6,4,1,3,4.7,4.5,7,7,4,Referral,Full-Time,Neutral,1
389,36,Male,Engineering,80,31.0,3.6,4,1,1,2.0,14.3,1,1,2,LinkedIn,Contract,Negative,0
390,55,Male,Operations,56,18.4,9.8,1,0,3,3.5,13.5,0,17,4,Referral,Full-Time,Positive,0
391,44,Female,Finance,17,23.2,3.0,4,0,4,3.3,13.9,6,6,4,Job Board,Full-Time,Negative,1
392,52,Male,Engineering,45,28.3,4.3,3,1,1,4.0,12.0,6,27,2,Referral,Full-Time,Negative,1
393,30,Male,Finance,101,24.8,4.9,1,0,4,2.9,17.1,1,3,5,Referral,Full-Time,Negative,0
394,52,Female,Marketing,25,20.2,2.1,3,0,2,4.6,21.9,7,19,5,LinkedIn,Full-Time,Negative,0
395,24,Female,Engineering,20,25.5,4.4,3,1,2,4.2,8.2,0,23,5,LinkedIn,Contract,Negative,1
396,30,Male,Sales,14,16.6,8.7,4,0,3,3.3,9.1,0,6,2,Referral,Full-Time,Positive,0
397,40,Female,Operations,98,20.4,2.3,4,0,1,3.1,9.1,7,8,4,Campus,Contract,Negative,0
398,23,Male,Engineering,15,25.1,6.3,2,1,1,4.4,17.5,1,24,1,Campus,Full-Time,Neutral,0
399,52,Female,Sales,70,19.2,4.7,2,0,4,4.3,9.6,1,3,1,Agency,Full-Time,Neutral,0
400,53,Male,Sales,119,25.2,2.5,1,0,2,3.2,15.9,6,13,5,LinkedIn,Full-Time,Negative,1
401,41,Male,Sales,77,22.1,1.1,1,0,1,3.0,11.5,4,8,1,LinkedIn,Full-Time,Negative,0
402,33,Male,Operations,50,20.4,3.5,3,1,3,2.1,14.5,4,1,5,Referral,Contract,Negative,1
403,25,Male,Marketing,25,17.7,1.6,4,1,1,2.2,18.8,7,14,3,Job Board,Full-Time,Negative,0
404,44,Female,Engineering,1,20.7,4.4,1,1,4,2.2,12.8,0,15,2,Job Board,Full-Time,Negative,1
405,41,Male,Operations,19,16.7,8.3,3,0,1,2.1,12.0,7,11,1,Job Board,Contract,Positive,1
406,49,Female,Operations,114,26.1,7.5,3,1,3,2.5,8.1,2,24,4,Referral,Part-Time,Positive,1
407,43,Female,Engineering,18,28.0,9.5,1,1,2,4.6,12.8,4,3,4,Referral,Full-Time,Positive,0
408,26,Male,Operations,3,12.2,4.8,1,0,4,4.4,8.0,2,13,3,Agency,Full-Time,Negative,0
409,26,Female,Engineering,98,30.5,7.4,2,0,3,4.5,19.0,2,6,5,LinkedIn,Part-Time,Neutral,0
410,50,Male,Operations,50,16.8,7.0,3,0,4,3.9,10.4,2,22,2,Job Board,Part-Time,Positive,0
411,27,Male,Finance,43,25.5,3.0,2,1,1,3.9,5.5,4,17,3,Job Board,Full-Time,Neutral,0
412,55,Male,Finance,86,25.0,3.7,4,0,2,2.4,7.6,7,21,2,LinkedIn,Full-Time,Neutral,0
413,25,Female,Engineering,63,25.7,5.8,2,0,4,4.1,13.2,0,4,3,Agency,Full-Time,Neutral,0
414,48,Female,Operations,109,22.5,8.2,1,1,1,2.8,20.4,5,14,1,Campus,Full-Time,Positive,1
415,57,Female,Engineering,56,26.3,5.2,1,1,4,3.6,8.7,6,2,3,Job Board,Full-Time,Neutral,1
416,37,Female,Engineering,85,29.4,3.0,2,1,4,4.9,8.0,5,10,3,LinkedIn,Full-Time,Negative,0
417,24,Female,Engineering,105,31.4,9.9,2,0,3,4.6,10.7,7,28,3,LinkedIn,Full-Time,Positive,1
418,53,Male,Marketing,56,21.5,2.0,3,0,1,2.7,21.4,0,22,3,Job Board,Full-Time,Negative,0
419,28,Female,Engineering,34,22.1,9.6,2,0,4,4.2,19.1,2,3,4,LinkedIn,Full-Time,Positive,0
420,40,Male,Operations,116,25.7,8.3,1,0,4,2.3,5.8,3,11,3,LinkedIn,Full-Time,Positive,1
421,57,Male,Finance,27,22.1,8.6,1,1,2,2.1,14.7,4,26,2,Referral,Full-Time,Positive,0
422,48,Male,Engineering,5,24.7,8.2,3,0,3,2.1,18.0,2,5,2,LinkedIn,Part-Time,Positive,0
423,23,Male,Engineering,69,26.1,2.9,2,0,1,2.5,17.6,2,22,4,Job Board,Contract,Negative,0
424,51,Male,Engineering,118,28.2,6.7,3,0,2,4.1,12.3,6,10,5,Referral,Full-Time,Negative,1
425,27,Male,Finance,11,20.8,7.8,4,0,1,3.1,16.9,1,14,4,LinkedIn,Part-Time,Positive,1
426,48,Male,Operations,102,25.8,7.7,2,1,3,2.0,14.1,7,26,4,Referral,Contract,Positive,0
427,44,Male,Engineering,99,30.2,3.4,3,0,3,5.0,6.8,0,20,5,LinkedIn,Full-Time,Negative,1
428,32,Female,Operations,111,23.5,2.6,4,0,3,3.6,4.1,3,9,5,LinkedIn,Intern,Negative,0
429,37,Female,Engineering,51,24.3,4.0,1,0,3,3.2,10.0,4,1,3,Referral,Full-Time,Negative,0
430,26,Male,Operations,31,21.0,5.3,3,0,4,3.6,4.2,7,7,1,Referral,Full-Time,Neutral,0
431,57,Male,Operations,61,17.8,6.2,2,0,1,3.6,10.5,6,13,4,LinkedIn,Part-Time,Positive,0
432,30,Male,Marketing,17,16.9,8.5,3,1,1,3.4,18.7,0,4,4,Referral,Full-Time,Positive,0
433,33,Male,Marketing,101,26.2,7.9,3,0,1,3.8,19.0,5,26,2,Referral,Full-Time,Positive,1
434,40,Female,Operations,79,17.6,7.1,1,0,4,4.7,3.6,2,2,5,Referral,Full-Time,Positive,0
435,46,Male,Engineering,58,29.2,3.4,1,1,1,2.9,4.3,6,16,5,LinkedIn,Full-Time,Negative,1
436,40,Female,Engineering,62,28.2,5.3,1,0,1,3.5,15.7,6,29,2,Job Board,Full-Time,Neutral,1
437,40,Female,Engineering,85,30.6,4.0,1,0,1,2.0,12.5,1,10,3,Referral,Full-Time,Neutral,1
438,42,Male,HR,63,20.2,3.1,1,0,4,4.6,5.8,2,16,1,LinkedIn,Intern,Negative,0
439,52,Female,Marketing,100,24.7,1.1,3,0,3,2.9,18.3,6,3,1,Job Board,Full-Time,Negative,1
440,36,Male,Finance,111,26.8,4.1,4,0,4,2.8,7.1,7,22,2,Job Board,Part-Time,Neutral,0
441,51,Female,Operations,114,23.8,3.3,2,1,1,5.0,4.5,4,29,2,LinkedIn,Full-Time,Neutral,0
442,50,Female,Engineering,74,26.0,6.1,4,1,2,3.8,17.2,1,23,2,Referral,Full-Time,Positive,0
443,56,Female,Marketing,89,25.1,1.6,3,0,3,2.4,14.6,3,5,1,Job Board,Contract,Negative,0
444,54,Female,Engineering,38,26.7,3.4,4,0,1,2.8,10.5,6,11,3,LinkedIn,Full-Time,Neutral,1
445,50,Female,Engineering,5,25.4,1.4,3,0,4,3.1,16.2,4,21,4,Campus,Full-Time,Negative,0
446,30,Female,Marketing,48,21.6,6.8,1,0,4,5.0,20.3,1,24,2,Referral,Part-Time,Positive,0
447,49,Male,Operations,104,25.2,6.1,3,0,1,3.3,3.6,2,12,3,Job Board,Full-Time,Neutral,0
448,48,Female,Finance,16,20.7,4.0,3,0,4,2.7,14.9,1,28,2,Campus,Full-Time,Negative,1
449,32,Female,Engineering,65,26.2,2.3,3,0,2,3.7,7.1,3,6,4,Direct,Intern,Negative,0
450,46,Male,Finance,23,22.8,9.6,4,1,2,3.2,12.0,3,22,4,Referral,Full-Time,Positive,1
451,31,Female,Engineering,52,25.4,6.3,1,1,4,2.2,11.1,4,15,5,Job Board,Full-Time,Neutral,1
452,40,Male,Operations,18,17.0,7.1,3,0,3,4.6,10.4,7,21,1,LinkedIn,Full-Time,Neutral,1
453,50,Male,Marketing,88,21.9,5.8,4,1,1,2.0,6.6,5,18,5,LinkedIn,Full-Time,Neutral,1
454,28,Male,Engineering,97,28.0,8.3,1,0,4,4.7,18.3,4,13,2,Campus,Full-Time,Positive,0
455,34,Male,Engineering,91,30.6,9.1,2,1,3,4.4,10.2,2,24,1,Referral,Full-Time,Positive,1
456,50,Female,Engineering,84,30.5,4.4,4,0,1,2.2,19.9,5,25,4,Campus,Full-Time,Neutral,0
457,38,Male,Operations,28,15.3,7.2,1,0,3,4.2,9.7,7,24,1,LinkedIn,Contract,Positive,0
458,56,Male,Sales,64,22.5,3.1,1,0,3,4.3,19.0,0,3,1,LinkedIn,Part-Time,Negative,0
459,22,Male,Marketing,13,17.0,6.9,4,0,2,3.8,13.3,2,13,5,LinkedIn,Full-Time,Positive,1
460,47,Male,Finance,45,23.6,4.6,1,0,2,3.7,10.3,0,22,2,Referral,Full-Time,Negative,0
461,51,Female,Finance,61,27.7,1.1,3,0,4,2.1,16.4,1,26,3,LinkedIn,Full-Time,Negative,1
462,55,Female,Engineering,80,30.0,9.6,4,0,1,2.2,17.9,0,11,2,LinkedIn,Full-Time,Positive,0
463,27,Male,Operations,12,17.6,8.8,2,0,3,4.2,12.2,4,22,1,Direct,Full-Time,Positive,0
464,57,Male,Sales,97,27.6,3.6,2,0,4,2.3,11.1,6,17,1,Job Board,Part-Time,Negative,0
465,36,Male,Finance,55,23.0,10.0,2,0,4,2.7,14.0,7,7,1,Job Board,Full-Time,Positive,0
466,34,Male,Marketing,105,23.4,3.9,2,0,2,3.5,14.1,1,26,3,LinkedIn,Contract,Negative,0
467,34,Male,Finance,63,23.6,5.1,2,0,2,2.5,11.1,5,13,3,Referral,Contract,Neutral,1
468,44,Male,Operations,66,19.8,8.7,3,0,4,4.4,17.4,2,18,1,Job Board,Full-Time,Positive,0
469,45,Male,Engineering,83,23.9,3.7,4,0,2,4.4,10.6,2,9,2,LinkedIn,Full-Time,Negative,0
470,39,Male,HR,98,21.4,5.1,4,1,3,4.5,11.6,4,1,2,Referral,Full-Time,Negative,1
471,24,Male,Sales,19,16.4,7.0,4,0,3,2.1,14.5,5,14,3,Agency,Full-Time,Positive,1
472,57,Male,Sales,61,22.4,2.2,1,0,3,3.3,21.8,4,21,5,LinkedIn,Part-Time,Negative,1
